Instance,Run,Value,Time_Seconds
instance-01,1,354.0,1.188
instance-02,1,200.0,1.083
instance-03,1,283.0,1.175
instance-04,1,604.0,5.458
instance-05,1,677.0,4.688
instance-06,1,514.0,4.539
instance-07,1,1531.0,58.671
instance-08,1,2267.0,35.96
instance-09,1,2008.0,23.934
instance-10,1,5371.0,1215.876
instance-11,1,4782.0,535.741
instance-12,1,5129.0,194.212
instance-13,1,13696.0,1815.3
instance-14,1,14922.0,1808.745
instance-15,1,14590.0,1804.604
