(Iter. 0 | Time: 7.55) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 14.442) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 22.035) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 30.165) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 37.851) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 45.881) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 53.96) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 61.693) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 69.606) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 77.342) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 85.11) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 93.117) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 99.541) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 107.091) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 115.06) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 122.882) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 130.612) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 138.501) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 146.376) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 152.261) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 158.14) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 165.975) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 173.699) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 179.507) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 185.3) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 191.162) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 197.225) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 205.023) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 212.966) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 220.846) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 228.438) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 241.368) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 253.234) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 472.273) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 478.11) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 484.518) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 507.851) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 515.705) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 531.161) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 538.901) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 546.606) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 608.607 seg
