(Iter. 0 | Time: 8.597) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 16.632) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 24.665) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 32.675) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 40.525) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 48.477) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 56.619) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 64.729) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 72.748) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 80.531) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 88.327) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 96.219) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 104.208) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 112.012) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 119.82) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 127.819) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 135.699) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 143.473) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 151.309) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 159.23) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 166.278) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 172.477) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 180.295) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 188.009) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 193.981) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 199.887) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 205.87) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 212.161) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 218.713) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 224.849) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 230.808) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 243.034) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 255.23) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 459.193) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 466.236) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 474.259) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 497.77) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 505.725) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 519.98) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 525.943) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 531.912) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 610.648 seg
