(Iter. 0 | Time: 6.323) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 13.48) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 19.798) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 27.819) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 35.819) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 43.746) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 51.613) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 59.511) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 67.224) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 74.677) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 83.022) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 91.263) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 99.035) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 106.832) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 112.894) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 118.877) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 124.785) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 130.767) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 137.362) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 145.288) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 153.183) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 161.085) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 167.519) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 173.513) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 179.514) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 185.47) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 191.431) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 197.391) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 203.4) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 209.462) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 215.999) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 230.159) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 246.737) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 457.316) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 465.121) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 473.031) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 496.918) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 504.718) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 520.7) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 528.64) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 536.437) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 610.389 seg
