(Iter. 0 | Time: 16.451) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 32.975) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.442) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 65.168) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 80.798) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 96.774) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 112.667) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 128.49) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 144.036) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 159.977) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 176.175) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 192.295) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 208.245) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 224.63) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 240.958) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 257.116) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 272.814) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 288.615) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 304.11) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 319.824) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 335.343) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 350.707) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 366.137) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 381.45) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 396.699) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 412.258) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 427.674) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 443.028) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 458.463) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 474.063) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 489.602) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 505.094) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 520.556) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 551.877) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 567.702) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 583.58) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 599.421) BestSol = Solution: cost=[13510.0], size=[247]
(Iter. 38 | Time: 615.777) BestSol = Solution: cost=[13519.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13519.0], size=[247]
Time = 622.215 seg
