(Iter. 0 | Time: 15.557) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 31.282) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 47.02) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 62.394) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 77.685) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 92.945) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 107.902) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 123.378) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 138.617) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 153.693) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 168.682) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 183.705) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 198.87) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 214.108) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 229.486) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 244.42) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 259.35) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 274.322) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 289.619) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 304.946) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 320.413) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 335.464) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 350.611) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 365.724) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 380.717) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 395.892) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 410.963) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 426.224) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 441.42) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 456.704) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 471.778) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 486.866) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 502.027) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 532.286) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 547.399) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 562.854) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 578.042) BestSol = Solution: cost=[13510.0], size=[247]
(Iter. 38 | Time: 593.413) BestSol = Solution: cost=[13519.0], size=[247]
(Iter. 39 | Time: 608.754) BestSol = Solution: cost=[13533.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13533.0], size=[247]
Time = 617.633 seg
