(Iter. 0 | Time: 9.069) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 18.136) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 26.625) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 34.849) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 42.935) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 51.15) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 59.035) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 67.022) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 75.486) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 83.664) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 91.515) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 99.776) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 107.961) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 115.833) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 123.923) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 132.206) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 140.495) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 148.634) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 156.656) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 164.709) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 172.726) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 180.635) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 188.551) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 196.668) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 204.897) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 212.807) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 220.71) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 228.575) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 236.577) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 244.507) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 252.431) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 268.872) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 285.02) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 525.184) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 533.027) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 540.897) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 565.24) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 573.416) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 589.991) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 598.19) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 606.517) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 613.412 seg
