(Iter. 0 | Time: 8.579) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 17.34) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 25.845) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 34.064) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 42.176) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 50.273) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 58.235) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 66.339) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 74.643) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 83.069) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 91.157) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 99.215) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 107.736) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 116.177) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 124.53) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 132.918) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 141.255) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 149.553) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 157.774) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 166.052) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 174.137) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 182.34) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 190.444) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 198.609) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 206.633) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 214.594) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 222.719) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 230.724) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 238.704) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 246.792) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 254.914) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 271.093) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 287.115) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 531.493) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 540.048) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 548.79) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 574.642) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 582.806) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 599.444) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 608.344) BestSol = Solution: cost=[14904.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14904.0], size=[246]
Time = 614.082 seg
