(Iter. 0 | Time: 15.633) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 31.419) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 47.61) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 63.879) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 79.909) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 95.707) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 111.564) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 127.335) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 142.68) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 158.398) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 173.945) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 189.502) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 204.857) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 220.17) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 235.437) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 250.611) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 265.658) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 280.72) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 296.05) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 311.155) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 326.284) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 341.157) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 356.332) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 371.281) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 386.946) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 402.258) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 417.314) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 432.305) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 447.336) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 462.312) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 477.232) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 492.411) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 507.39) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 537.318) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 552.316) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 567.59) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 582.54) BestSol = Solution: cost=[13510.0], size=[247]
(Iter. 38 | Time: 597.6) BestSol = Solution: cost=[13519.0], size=[247]
(Iter. 39 | Time: 613.111) BestSol = Solution: cost=[13533.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13533.0], size=[247]
Time = 619.384 seg
