(Iter. 0 | Time: 15.954) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 31.913) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 47.364) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 62.612) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 77.953) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 93.291) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 108.72) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 123.987) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 139.055) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 154.254) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 169.347) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 184.666) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 200.05) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 215.396) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 230.592) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 245.798) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 261.138) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 276.243) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 291.337) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 306.446) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 321.674) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 336.813) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 351.996) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 367.13) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 382.174) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 397.248) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 412.289) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 427.327) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 442.189) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 457.091) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 472.126) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 487.072) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 502.008) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 531.721) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 546.75) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 562.024) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 577.465) BestSol = Solution: cost=[13510.0], size=[247]
(Iter. 38 | Time: 592.397) BestSol = Solution: cost=[13519.0], size=[247]
(Iter. 39 | Time: 607.774) BestSol = Solution: cost=[13533.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13533.0], size=[247]
Time = 616.906 seg
