(Iter. 0 | Time: 16.759) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 33.278) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.483) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 66.238) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 82.366) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 98.274) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 114.803) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 130.912) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 147.104) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 162.501) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 178.1) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 194.365) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 210.698) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 226.38) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 242.342) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 257.983) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 273.477) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 289.045) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 304.943) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 320.762) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 336.106) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 351.426) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 366.829) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 382.143) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 397.544) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 413.075) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 428.493) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 444.164) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 460.098) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 476.131) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 491.913) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 507.714) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 523.477) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 555.061) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 571.071) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 586.488) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 601.933) BestSol = Solution: cost=[13510.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13510.0], size=[247]
Time = 608.087 seg
