(Gen. 0) BestSol = Solution: cost=[2320.0], size=[199]
(Gen. 1 | Time: 5.896) BestSol = Solution: cost=[2401.0], size=[205]
(Gen. 2 | Time: 10.392) BestSol = Solution: cost=[2758.0], size=[203]
(Gen. 3 | Time: 15.819) BestSol = Solution: cost=[3246.0], size=[205]
(Gen. 7 | Time: 39.803) BestSol = Solution: cost=[3274.0], size=[199]
(Gen. 8 | Time: 45.589) BestSol = Solution: cost=[3417.0], size=[193]
(Gen. 9 | Time: 51.202) BestSol = Solution: cost=[3624.0], size=[195]
(Gen. 10 | Time: 57.136) BestSol = Solution: cost=[3646.0], size=[199]
(Gen. 11 | Time: 63.088) BestSol = Solution: cost=[4097.0], size=[214]
(Gen. 12 | Time: 68.642) BestSol = Solution: cost=[4636.0], size=[215]
(Gen. 13 | Time: 74.664) BestSol = Solution: cost=[4862.0], size=[216]
(Gen. 15 | Time: 86.318) BestSol = Solution: cost=[5119.0], size=[216]
(Gen. 18 | Time: 103.585) BestSol = Solution: cost=[5245.0], size=[205]
(Gen. 20 | Time: 115.176) BestSol = Solution: cost=[5312.0], size=[212]
(Gen. 21 | Time: 120.809) BestSol = Solution: cost=[6108.0], size=[213]
(Gen. 23 | Time: 132.563) BestSol = Solution: cost=[6182.0], size=[213]
(Gen. 27 | Time: 155.441) BestSol = Solution: cost=[6410.0], size=[214]
(Gen. 28 | Time: 161.178) BestSol = Solution: cost=[6562.0], size=[209]
(Gen. 29 | Time: 167.208) BestSol = Solution: cost=[6649.0], size=[212]
(Gen. 30 | Time: 172.787) BestSol = Solution: cost=[6764.0], size=[217]
(Gen. 31 | Time: 178.362) BestSol = Solution: cost=[6845.0], size=[211]
(Gen. 33 | Time: 189.876) BestSol = Solution: cost=[7141.0], size=[212]
(Gen. 34 | Time: 195.674) BestSol = Solution: cost=[7277.0], size=[213]
(Gen. 37 | Time: 212.833) BestSol = Solution: cost=[7287.0], size=[222]
(Gen. 38 | Time: 218.723) BestSol = Solution: cost=[7398.0], size=[214]
(Gen. 39 | Time: 224.589) BestSol = Solution: cost=[7764.0], size=[227]
(Gen. 42 | Time: 241.722) BestSol = Solution: cost=[8153.0], size=[211]
(Gen. 50 | Time: 287.048) BestSol = Solution: cost=[8225.0], size=[220]
(Gen. 52 | Time: 298.649) BestSol = Solution: cost=[8317.0], size=[243]
(Gen. 54 | Time: 310.17) BestSol = Solution: cost=[8549.0], size=[225]
(Gen. 56 | Time: 321.432) BestSol = Solution: cost=[8611.0], size=[225]
(Gen. 57 | Time: 327.141) BestSol = Solution: cost=[8707.0], size=[225]
(Gen. 59 | Time: 338.724) BestSol = Solution: cost=[8925.0], size=[213]
(Gen. 62 | Time: 355.77) BestSol = Solution: cost=[8953.0], size=[214]
(Gen. 63 | Time: 361.603) BestSol = Solution: cost=[9002.0], size=[220]
(Gen. 64 | Time: 367.395) BestSol = Solution: cost=[9018.0], size=[217]
(Gen. 65 | Time: 373.433) BestSol = Solution: cost=[9322.0], size=[219]
(Gen. 66 | Time: 379.074) BestSol = Solution: cost=[9481.0], size=[218]
(Gen. 67 | Time: 384.665) BestSol = Solution: cost=[9589.0], size=[221]
(Gen. 72 | Time: 413.256) BestSol = Solution: cost=[9669.0], size=[219]
(Gen. 76 | Time: 435.801) BestSol = Solution: cost=[9682.0], size=[223]
(Gen. 78 | Time: 447.035) BestSol = Solution: cost=[9806.0], size=[211]
(Gen. 81 | Time: 464.153) BestSol = Solution: cost=[10109.0], size=[219]
(Gen. 82 | Time: 469.812) BestSol = Solution: cost=[10131.0], size=[219]
(Gen. 83 | Time: 475.511) BestSol = Solution: cost=[10228.0], size=[221]
(Gen. 89 | Time: 509.694) BestSol = Solution: cost=[10299.0], size=[227]
(Gen. 90 | Time: 515.365) BestSol = Solution: cost=[10374.0], size=[225]
(Gen. 93 | Time: 532.617) BestSol = Solution: cost=[10474.0], size=[227]
(Gen. 95 | Time: 543.843) BestSol = Solution: cost=[10524.0], size=[240]
(Gen. 96 | Time: 549.595) BestSol = Solution: cost=[10579.0], size=[237]
(Gen. 98 | Time: 560.787) BestSol = Solution: cost=[10586.0], size=[232]
maxVal = Solution: cost=[10586.0], size=[232]
Time = 602.323 seg
