(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.111) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 2.062) BestSol = Solution: cost=[1116.0], size=[103]
(Gen. 3 | Time: 3.379) BestSol = Solution: cost=[1237.0], size=[102]
(Gen. 4 | Time: 5.309) BestSol = Solution: cost=[1443.0], size=[101]
(Gen. 6 | Time: 7.305) BestSol = Solution: cost=[1474.0], size=[104]
(Gen. 7 | Time: 8.385) BestSol = Solution: cost=[1590.0], size=[105]
(Gen. 8 | Time: 9.655) BestSol = Solution: cost=[1791.0], size=[98]
(Gen. 10 | Time: 12.954) BestSol = Solution: cost=[1862.0], size=[122]
(Gen. 13 | Time: 17.207) BestSol = Solution: cost=[2054.0], size=[105]
(Gen. 15 | Time: 18.771) BestSol = Solution: cost=[2122.0], size=[108]
(Gen. 19 | Time: 23.381) BestSol = Solution: cost=[2205.0], size=[113]
(Gen. 20 | Time: 24.222) BestSol = Solution: cost=[2429.0], size=[115]
(Gen. 23 | Time: 26.882) BestSol = Solution: cost=[2542.0], size=[118]
(Gen. 26 | Time: 29.738) BestSol = Solution: cost=[2676.0], size=[124]
(Gen. 28 | Time: 31.29) BestSol = Solution: cost=[2708.0], size=[111]
(Gen. 29 | Time: 32.195) BestSol = Solution: cost=[2904.0], size=[116]
(Gen. 32 | Time: 34.721) BestSol = Solution: cost=[2907.0], size=[116]
(Gen. 33 | Time: 35.743) BestSol = Solution: cost=[3015.0], size=[119]
(Gen. 34 | Time: 36.928) BestSol = Solution: cost=[3083.0], size=[119]
(Gen. 36 | Time: 39.393) BestSol = Solution: cost=[3115.0], size=[117]
(Gen. 37 | Time: 40.673) BestSol = Solution: cost=[3260.0], size=[107]
(Gen. 42 | Time: 44.958) BestSol = Solution: cost=[3394.0], size=[110]
(Gen. 49 | Time: 52.483) BestSol = Solution: cost=[3414.0], size=[117]
(Gen. 51 | Time: 54.285) BestSol = Solution: cost=[3511.0], size=[113]
(Gen. 52 | Time: 55.076) BestSol = Solution: cost=[3652.0], size=[113]
(Gen. 55 | Time: 58.201) BestSol = Solution: cost=[3708.0], size=[106]
(Gen. 58 | Time: 61.337) BestSol = Solution: cost=[3712.0], size=[111]
(Gen. 59 | Time: 62.704) BestSol = Solution: cost=[3825.0], size=[109]
(Gen. 61 | Time: 64.878) BestSol = Solution: cost=[3865.0], size=[111]
(Gen. 69 | Time: 73.628) BestSol = Solution: cost=[3985.0], size=[120]
(Gen. 80 | Time: 85.122) BestSol = Solution: cost=[4071.0], size=[120]
(Gen. 84 | Time: 89.678) BestSol = Solution: cost=[4120.0], size=[121]
(Gen. 88 | Time: 93.813) BestSol = Solution: cost=[4182.0], size=[116]
(Gen. 97 | Time: 103.061) BestSol = Solution: cost=[4210.0], size=[116]
(Gen. 123 | Time: 130.577) BestSol = Solution: cost=[4281.0], size=[118]
(Gen. 139 | Time: 146.998) BestSol = Solution: cost=[4307.0], size=[120]
(Gen. 140 | Time: 147.882) BestSol = Solution: cost=[4309.0], size=[116]
(Gen. 148 | Time: 158.058) BestSol = Solution: cost=[4412.0], size=[116]
(Gen. 154 | Time: 164.454) BestSol = Solution: cost=[4420.0], size=[117]
(Gen. 184 | Time: 197.452) BestSol = Solution: cost=[4426.0], size=[120]
(Gen. 196 | Time: 210.446) BestSol = Solution: cost=[4429.0], size=[121]
(Gen. 197 | Time: 211.78) BestSol = Solution: cost=[4436.0], size=[119]
(Gen. 221 | Time: 237.608) BestSol = Solution: cost=[4470.0], size=[119]
(Gen. 277 | Time: 298.157) BestSol = Solution: cost=[4488.0], size=[120]
(Gen. 291 | Time: 312.012) BestSol = Solution: cost=[4512.0], size=[119]
(Gen. 299 | Time: 319.006) BestSol = Solution: cost=[4518.0], size=[120]
(Gen. 300 | Time: 319.886) BestSol = Solution: cost=[4520.0], size=[119]
(Gen. 321 | Time: 343.434) BestSol = Solution: cost=[4544.0], size=[117]
(Gen. 333 | Time: 356.776) BestSol = Solution: cost=[4568.0], size=[116]
(Gen. 379 | Time: 406.946) BestSol = Solution: cost=[4581.0], size=[115]
(Gen. 400 | Time: 430.081) BestSol = Solution: cost=[4617.0], size=[116]
(Gen. 418 | Time: 450.282) BestSol = Solution: cost=[4637.0], size=[117]
maxVal = Solution: cost=[4637.0], size=[117]
Time = 600.766 seg
