(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.004) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 2.278) BestSol = Solution: cost=[1175.0], size=[104]
(Gen. 4 | Time: 4.592) BestSol = Solution: cost=[1376.0], size=[104]
(Gen. 5 | Time: 6.302) BestSol = Solution: cost=[1624.0], size=[100]
(Gen. 9 | Time: 15.912) BestSol = Solution: cost=[1639.0], size=[101]
(Gen. 11 | Time: 19.794) BestSol = Solution: cost=[1880.0], size=[107]
(Gen. 12 | Time: 21.845) BestSol = Solution: cost=[1962.0], size=[108]
(Gen. 14 | Time: 24.594) BestSol = Solution: cost=[2008.0], size=[108]
(Gen. 16 | Time: 26.604) BestSol = Solution: cost=[2095.0], size=[103]
(Gen. 17 | Time: 27.83) BestSol = Solution: cost=[2160.0], size=[108]
(Gen. 18 | Time: 28.632) BestSol = Solution: cost=[2175.0], size=[100]
(Gen. 19 | Time: 29.421) BestSol = Solution: cost=[2334.0], size=[109]
(Gen. 20 | Time: 30.185) BestSol = Solution: cost=[2358.0], size=[103]
(Gen. 21 | Time: 30.905) BestSol = Solution: cost=[2385.0], size=[111]
(Gen. 22 | Time: 32.068) BestSol = Solution: cost=[2402.0], size=[108]
(Gen. 23 | Time: 33.317) BestSol = Solution: cost=[2518.0], size=[112]
(Gen. 25 | Time: 35.369) BestSol = Solution: cost=[2599.0], size=[105]
(Gen. 26 | Time: 36.146) BestSol = Solution: cost=[2761.0], size=[116]
(Gen. 29 | Time: 38.554) BestSol = Solution: cost=[3065.0], size=[117]
(Gen. 35 | Time: 44.455) BestSol = Solution: cost=[3127.0], size=[114]
(Gen. 37 | Time: 46.021) BestSol = Solution: cost=[3143.0], size=[114]
(Gen. 38 | Time: 46.817) BestSol = Solution: cost=[3170.0], size=[114]
(Gen. 41 | Time: 49.283) BestSol = Solution: cost=[3257.0], size=[116]
(Gen. 43 | Time: 51.025) BestSol = Solution: cost=[3270.0], size=[118]
(Gen. 46 | Time: 53.508) BestSol = Solution: cost=[3277.0], size=[117]
(Gen. 47 | Time: 54.424) BestSol = Solution: cost=[3420.0], size=[115]
(Gen. 48 | Time: 55.295) BestSol = Solution: cost=[3491.0], size=[113]
(Gen. 51 | Time: 57.9) BestSol = Solution: cost=[3555.0], size=[118]
(Gen. 57 | Time: 63.152) BestSol = Solution: cost=[3557.0], size=[119]
(Gen. 59 | Time: 65.569) BestSol = Solution: cost=[3724.0], size=[119]
(Gen. 62 | Time: 68.652) BestSol = Solution: cost=[3746.0], size=[121]
(Gen. 65 | Time: 71.213) BestSol = Solution: cost=[3750.0], size=[123]
(Gen. 66 | Time: 72.185) BestSol = Solution: cost=[3820.0], size=[118]
(Gen. 78 | Time: 84.608) BestSol = Solution: cost=[3844.0], size=[116]
(Gen. 80 | Time: 86.489) BestSol = Solution: cost=[3919.0], size=[122]
(Gen. 82 | Time: 88.025) BestSol = Solution: cost=[3920.0], size=[124]
(Gen. 83 | Time: 88.775) BestSol = Solution: cost=[3962.0], size=[124]
(Gen. 100 | Time: 107.039) BestSol = Solution: cost=[3967.0], size=[123]
(Gen. 101 | Time: 107.949) BestSol = Solution: cost=[4011.0], size=[128]
(Gen. 103 | Time: 109.951) BestSol = Solution: cost=[4048.0], size=[126]
(Gen. 112 | Time: 118.79) BestSol = Solution: cost=[4049.0], size=[121]
(Gen. 117 | Time: 123.668) BestSol = Solution: cost=[4054.0], size=[124]
(Gen. 119 | Time: 125.217) BestSol = Solution: cost=[4058.0], size=[125]
(Gen. 120 | Time: 126.231) BestSol = Solution: cost=[4066.0], size=[126]
(Gen. 124 | Time: 130.466) BestSol = Solution: cost=[4084.0], size=[123]
(Gen. 129 | Time: 134.393) BestSol = Solution: cost=[4133.0], size=[122]
(Gen. 130 | Time: 135.722) BestSol = Solution: cost=[4177.0], size=[124]
(Gen. 133 | Time: 139.249) BestSol = Solution: cost=[4209.0], size=[126]
