(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.153) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 2.289) BestSol = Solution: cost=[1148.0], size=[109]
(Gen. 4 | Time: 4.658) BestSol = Solution: cost=[1217.0], size=[109]
(Gen. 5 | Time: 5.423) BestSol = Solution: cost=[1387.0], size=[107]
(Gen. 6 | Time: 6.214) BestSol = Solution: cost=[1483.0], size=[107]
(Gen. 8 | Time: 7.563) BestSol = Solution: cost=[1527.0], size=[118]
(Gen. 9 | Time: 8.183) BestSol = Solution: cost=[1681.0], size=[111]
(Gen. 11 | Time: 9.35) BestSol = Solution: cost=[1926.0], size=[110]
(Gen. 12 | Time: 9.948) BestSol = Solution: cost=[2169.0], size=[111]
(Gen. 16 | Time: 13.187) BestSol = Solution: cost=[2186.0], size=[109]
(Gen. 18 | Time: 14.607) BestSol = Solution: cost=[2240.0], size=[110]
(Gen. 19 | Time: 15.229) BestSol = Solution: cost=[2494.0], size=[114]
(Gen. 22 | Time: 17.731) BestSol = Solution: cost=[2546.0], size=[125]
(Gen. 23 | Time: 18.504) BestSol = Solution: cost=[2554.0], size=[121]
(Gen. 24 | Time: 19.255) BestSol = Solution: cost=[2679.0], size=[116]
(Gen. 25 | Time: 20.21) BestSol = Solution: cost=[2711.0], size=[111]
(Gen. 26 | Time: 20.971) BestSol = Solution: cost=[2798.0], size=[119]
(Gen. 27 | Time: 21.682) BestSol = Solution: cost=[2814.0], size=[120]
(Gen. 28 | Time: 22.381) BestSol = Solution: cost=[2841.0], size=[124]
(Gen. 29 | Time: 23.336) BestSol = Solution: cost=[2978.0], size=[118]
(Gen. 31 | Time: 25.364) BestSol = Solution: cost=[2979.0], size=[117]
(Gen. 32 | Time: 26.447) BestSol = Solution: cost=[3034.0], size=[118]
(Gen. 34 | Time: 28.699) BestSol = Solution: cost=[3156.0], size=[114]
(Gen. 40 | Time: 33.602) BestSol = Solution: cost=[3206.0], size=[109]
(Gen. 41 | Time: 34.493) BestSol = Solution: cost=[3233.0], size=[118]
(Gen. 43 | Time: 36.13) BestSol = Solution: cost=[3281.0], size=[117]
(Gen. 46 | Time: 38.698) BestSol = Solution: cost=[3333.0], size=[110]
(Gen. 48 | Time: 40.464) BestSol = Solution: cost=[3391.0], size=[114]
(Gen. 49 | Time: 41.867) BestSol = Solution: cost=[3452.0], size=[116]
(Gen. 51 | Time: 44.053) BestSol = Solution: cost=[3460.0], size=[112]
(Gen. 52 | Time: 45.006) BestSol = Solution: cost=[3493.0], size=[112]
(Gen. 53 | Time: 46.23) BestSol = Solution: cost=[3586.0], size=[113]
(Gen. 54 | Time: 47.157) BestSol = Solution: cost=[3590.0], size=[116]
(Gen. 55 | Time: 48.077) BestSol = Solution: cost=[3616.0], size=[117]
(Gen. 56 | Time: 48.919) BestSol = Solution: cost=[3796.0], size=[114]
(Gen. 66 | Time: 57.431) BestSol = Solution: cost=[3799.0], size=[113]
(Gen. 68 | Time: 59.262) BestSol = Solution: cost=[4008.0], size=[115]
(Gen. 77 | Time: 67.959) BestSol = Solution: cost=[4017.0], size=[118]
(Gen. 82 | Time: 72.251) BestSol = Solution: cost=[4174.0], size=[118]
(Gen. 97 | Time: 86.705) BestSol = Solution: cost=[4187.0], size=[123]
(Gen. 99 | Time: 88.379) BestSol = Solution: cost=[4196.0], size=[124]
(Gen. 105 | Time: 93.922) BestSol = Solution: cost=[4222.0], size=[124]
(Gen. 111 | Time: 100.179) BestSol = Solution: cost=[4295.0], size=[123]
(Gen. 115 | Time: 104.475) BestSol = Solution: cost=[4335.0], size=[122]
(Gen. 132 | Time: 121.554) BestSol = Solution: cost=[4358.0], size=[121]
(Gen. 155 | Time: 144.873) BestSol = Solution: cost=[4383.0], size=[122]
(Gen. 181 | Time: 168.717) BestSol = Solution: cost=[4437.0], size=[125]
(Gen. 219 | Time: 202.784) BestSol = Solution: cost=[4445.0], size=[126]
(Gen. 221 | Time: 204.384) BestSol = Solution: cost=[4469.0], size=[125]
(Gen. 233 | Time: 216.981) BestSol = Solution: cost=[4480.0], size=[123]
(Gen. 238 | Time: 222.643) BestSol = Solution: cost=[4501.0], size=[124]
(Gen. 261 | Time: 246.69) BestSol = Solution: cost=[4511.0], size=[123]
(Gen. 293 | Time: 282.068) BestSol = Solution: cost=[4518.0], size=[124]
(Gen. 428 | Time: 426.598) BestSol = Solution: cost=[4519.0], size=[125]
maxVal = Solution: cost=[4519.0], size=[125]
Time = 600.848 seg
