(Gen. 0) BestSol = Solution: cost=[2320.0], size=[199]
(Gen. 1 | Time: 3.065) BestSol = Solution: cost=[2401.0], size=[205]
(Gen. 2 | Time: 5.548) BestSol = Solution: cost=[2973.0], size=[187]
(Gen. 5 | Time: 14.267) BestSol = Solution: cost=[3592.0], size=[205]
(Gen. 7 | Time: 19.869) BestSol = Solution: cost=[3831.0], size=[193]
(Gen. 8 | Time: 22.729) BestSol = Solution: cost=[4001.0], size=[208]
(Gen. 9 | Time: 25.445) BestSol = Solution: cost=[4329.0], size=[217]
(Gen. 10 | Time: 28.162) BestSol = Solution: cost=[4469.0], size=[201]
(Gen. 11 | Time: 30.933) BestSol = Solution: cost=[5106.0], size=[222]
(Gen. 13 | Time: 36.489) BestSol = Solution: cost=[5239.0], size=[229]
(Gen. 14 | Time: 39.25) BestSol = Solution: cost=[5319.0], size=[221]
(Gen. 15 | Time: 42.167) BestSol = Solution: cost=[5532.0], size=[219]
(Gen. 16 | Time: 45.073) BestSol = Solution: cost=[5782.0], size=[205]
(Gen. 19 | Time: 53.434) BestSol = Solution: cost=[5794.0], size=[210]
(Gen. 21 | Time: 59.182) BestSol = Solution: cost=[6120.0], size=[216]
(Gen. 23 | Time: 64.928) BestSol = Solution: cost=[6124.0], size=[214]
(Gen. 24 | Time: 67.916) BestSol = Solution: cost=[6376.0], size=[217]
(Gen. 25 | Time: 70.65) BestSol = Solution: cost=[6545.0], size=[215]
(Gen. 28 | Time: 79.114) BestSol = Solution: cost=[7143.0], size=[233]
(Gen. 33 | Time: 93.301) BestSol = Solution: cost=[7182.0], size=[229]
(Gen. 34 | Time: 96.127) BestSol = Solution: cost=[7397.0], size=[215]
(Gen. 37 | Time: 104.8) BestSol = Solution: cost=[7879.0], size=[228]
(Gen. 38 | Time: 107.746) BestSol = Solution: cost=[7906.0], size=[230]
(Gen. 39 | Time: 110.708) BestSol = Solution: cost=[8303.0], size=[229]
(Gen. 42 | Time: 119.46) BestSol = Solution: cost=[8462.0], size=[226]
(Gen. 43 | Time: 122.269) BestSol = Solution: cost=[8922.0], size=[226]
(Gen. 51 | Time: 145.198) BestSol = Solution: cost=[9041.0], size=[227]
(Gen. 60 | Time: 170.821) BestSol = Solution: cost=[9158.0], size=[227]
(Gen. 61 | Time: 173.544) BestSol = Solution: cost=[9199.0], size=[221]
(Gen. 62 | Time: 176.538) BestSol = Solution: cost=[9371.0], size=[217]
(Gen. 66 | Time: 187.924) BestSol = Solution: cost=[9378.0], size=[215]
(Gen. 67 | Time: 190.769) BestSol = Solution: cost=[9690.0], size=[234]
(Gen. 69 | Time: 196.496) BestSol = Solution: cost=[9807.0], size=[222]
(Gen. 71 | Time: 202.204) BestSol = Solution: cost=[10069.0], size=[232]
(Gen. 82 | Time: 234.048) BestSol = Solution: cost=[10210.0], size=[229]
(Gen. 89 | Time: 254.166) BestSol = Solution: cost=[10261.0], size=[226]
(Gen. 94 | Time: 268.608) BestSol = Solution: cost=[10397.0], size=[233]
(Gen. 95 | Time: 271.573) BestSol = Solution: cost=[10444.0], size=[234]
(Gen. 98 | Time: 280.271) BestSol = Solution: cost=[10564.0], size=[238]
(Gen. 103 | Time: 294.674) BestSol = Solution: cost=[10740.0], size=[232]
(Gen. 117 | Time: 334.895) BestSol = Solution: cost=[10848.0], size=[230]
(Gen. 119 | Time: 340.533) BestSol = Solution: cost=[10924.0], size=[235]
(Gen. 131 | Time: 374.328) BestSol = Solution: cost=[10926.0], size=[235]
(Gen. 136 | Time: 388.624) BestSol = Solution: cost=[11045.0], size=[236]
(Gen. 153 | Time: 437.311) BestSol = Solution: cost=[11215.0], size=[237]
(Gen. 158 | Time: 451.516) BestSol = Solution: cost=[11344.0], size=[236]
(Gen. 165 | Time: 471.525) BestSol = Solution: cost=[11395.0], size=[237]
(Gen. 183 | Time: 523.391) BestSol = Solution: cost=[11508.0], size=[236]
(Gen. 185 | Time: 529.212) BestSol = Solution: cost=[11590.0], size=[233]
(Gen. 205 | Time: 586.423) BestSol = Solution: cost=[11603.0], size=[233]
maxVal = Solution: cost=[11603.0], size=[233]
Time = 601.653 seg
