(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.569) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 3.777) BestSol = Solution: cost=[1129.0], size=[107]
(Gen. 3 | Time: 4.725) BestSol = Solution: cost=[1289.0], size=[94]
(Gen. 4 | Time: 5.274) BestSol = Solution: cost=[1350.0], size=[102]
(Gen. 5 | Time: 6.673) BestSol = Solution: cost=[1361.0], size=[106]
(Gen. 7 | Time: 8.152) BestSol = Solution: cost=[1540.0], size=[98]
(Gen. 8 | Time: 8.855) BestSol = Solution: cost=[1730.0], size=[113]
(Gen. 10 | Time: 9.974) BestSol = Solution: cost=[1965.0], size=[113]
(Gen. 12 | Time: 11.033) BestSol = Solution: cost=[2037.0], size=[105]
(Gen. 13 | Time: 11.727) BestSol = Solution: cost=[2054.0], size=[118]
(Gen. 14 | Time: 12.446) BestSol = Solution: cost=[2147.0], size=[119]
(Gen. 15 | Time: 13.217) BestSol = Solution: cost=[2293.0], size=[111]
(Gen. 17 | Time: 14.437) BestSol = Solution: cost=[2398.0], size=[116]
(Gen. 18 | Time: 15.292) BestSol = Solution: cost=[2488.0], size=[114]
(Gen. 21 | Time: 17.032) BestSol = Solution: cost=[2505.0], size=[109]
(Gen. 22 | Time: 17.652) BestSol = Solution: cost=[2575.0], size=[111]
(Gen. 23 | Time: 18.42) BestSol = Solution: cost=[2631.0], size=[119]
(Gen. 25 | Time: 19.832) BestSol = Solution: cost=[2774.0], size=[111]
(Gen. 26 | Time: 20.474) BestSol = Solution: cost=[2783.0], size=[122]
(Gen. 27 | Time: 21.079) BestSol = Solution: cost=[2915.0], size=[110]
(Gen. 30 | Time: 22.995) BestSol = Solution: cost=[2939.0], size=[110]
(Gen. 32 | Time: 24.269) BestSol = Solution: cost=[3075.0], size=[109]
(Gen. 33 | Time: 24.945) BestSol = Solution: cost=[3110.0], size=[110]
(Gen. 35 | Time: 26.439) BestSol = Solution: cost=[3118.0], size=[109]
(Gen. 36 | Time: 27.24) BestSol = Solution: cost=[3147.0], size=[122]
(Gen. 37 | Time: 27.867) BestSol = Solution: cost=[3192.0], size=[110]
(Gen. 39 | Time: 29.319) BestSol = Solution: cost=[3206.0], size=[111]
(Gen. 40 | Time: 29.93) BestSol = Solution: cost=[3261.0], size=[118]
(Gen. 41 | Time: 30.517) BestSol = Solution: cost=[3349.0], size=[108]
(Gen. 42 | Time: 31.163) BestSol = Solution: cost=[3372.0], size=[116]
(Gen. 43 | Time: 31.907) BestSol = Solution: cost=[3431.0], size=[108]
(Gen. 44 | Time: 32.525) BestSol = Solution: cost=[3557.0], size=[111]
(Gen. 47 | Time: 34.513) BestSol = Solution: cost=[3582.0], size=[112]
(Gen. 49 | Time: 35.932) BestSol = Solution: cost=[3610.0], size=[116]
