(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.519) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 2.412) BestSol = Solution: cost=[1121.0], size=[100]
(Gen. 4 | Time: 3.627) BestSol = Solution: cost=[1201.0], size=[101]
(Gen. 5 | Time: 4.752) BestSol = Solution: cost=[1420.0], size=[102]
(Gen. 7 | Time: 7.352) BestSol = Solution: cost=[1562.0], size=[103]
(Gen. 8 | Time: 7.93) BestSol = Solution: cost=[1730.0], size=[107]
(Gen. 11 | Time: 10.326) BestSol = Solution: cost=[1992.0], size=[112]
(Gen. 12 | Time: 11.476) BestSol = Solution: cost=[2007.0], size=[106]
(Gen. 13 | Time: 12.447) BestSol = Solution: cost=[2026.0], size=[118]
(Gen. 15 | Time: 13.795) BestSol = Solution: cost=[2229.0], size=[112]
(Gen. 16 | Time: 14.707) BestSol = Solution: cost=[2325.0], size=[109]
(Gen. 19 | Time: 17.585) BestSol = Solution: cost=[2422.0], size=[109]
(Gen. 20 | Time: 18.595) BestSol = Solution: cost=[2531.0], size=[108]
(Gen. 21 | Time: 19.594) BestSol = Solution: cost=[2532.0], size=[108]
(Gen. 22 | Time: 21.029) BestSol = Solution: cost=[2533.0], size=[110]
(Gen. 23 | Time: 22.235) BestSol = Solution: cost=[2584.0], size=[112]
(Gen. 24 | Time: 23.017) BestSol = Solution: cost=[2684.0], size=[102]
(Gen. 25 | Time: 24.007) BestSol = Solution: cost=[2876.0], size=[109]
(Gen. 28 | Time: 27.526) BestSol = Solution: cost=[2942.0], size=[103]
(Gen. 29 | Time: 28.639) BestSol = Solution: cost=[2959.0], size=[117]
(Gen. 30 | Time: 29.647) BestSol = Solution: cost=[3008.0], size=[126]
(Gen. 31 | Time: 30.666) BestSol = Solution: cost=[3219.0], size=[122]
(Gen. 36 | Time: 36.449) BestSol = Solution: cost=[3279.0], size=[114]
(Gen. 38 | Time: 38.262) BestSol = Solution: cost=[3329.0], size=[122]
(Gen. 39 | Time: 39.282) BestSol = Solution: cost=[3356.0], size=[110]
(Gen. 40 | Time: 40.311) BestSol = Solution: cost=[3403.0], size=[109]
(Gen. 42 | Time: 42.298) BestSol = Solution: cost=[3551.0], size=[122]
(Gen. 45 | Time: 45.424) BestSol = Solution: cost=[3586.0], size=[111]
(Gen. 46 | Time: 46.432) BestSol = Solution: cost=[3642.0], size=[123]
(Gen. 48 | Time: 48.288) BestSol = Solution: cost=[3674.0], size=[119]
(Gen. 50 | Time: 50.383) BestSol = Solution: cost=[3695.0], size=[117]
(Gen. 56 | Time: 56.909) BestSol = Solution: cost=[3747.0], size=[115]
(Gen. 57 | Time: 57.847) BestSol = Solution: cost=[3875.0], size=[116]
(Gen. 60 | Time: 60.711) BestSol = Solution: cost=[3938.0], size=[119]
(Gen. 61 | Time: 61.75) BestSol = Solution: cost=[3963.0], size=[120]
(Gen. 68 | Time: 69.236) BestSol = Solution: cost=[3994.0], size=[117]
(Gen. 70 | Time: 71.893) BestSol = Solution: cost=[3995.0], size=[116]
(Gen. 71 | Time: 72.921) BestSol = Solution: cost=[4077.0], size=[114]
(Gen. 72 | Time: 74.158) BestSol = Solution: cost=[4130.0], size=[115]
(Gen. 79 | Time: 81.483) BestSol = Solution: cost=[4162.0], size=[112]
(Gen. 82 | Time: 84.946) BestSol = Solution: cost=[4169.0], size=[114]
(Gen. 83 | Time: 85.926) BestSol = Solution: cost=[4255.0], size=[114]
(Gen. 90 | Time: 93.551) BestSol = Solution: cost=[4284.0], size=[114]
(Gen. 118 | Time: 122.488) BestSol = Solution: cost=[4317.0], size=[118]
(Gen. 131 | Time: 135.309) BestSol = Solution: cost=[4331.0], size=[118]
(Gen. 133 | Time: 137.158) BestSol = Solution: cost=[4347.0], size=[118]
(Gen. 139 | Time: 143.147) BestSol = Solution: cost=[4355.0], size=[118]
(Gen. 157 | Time: 161.776) BestSol = Solution: cost=[4363.0], size=[117]
(Gen. 179 | Time: 182.624) BestSol = Solution: cost=[4392.0], size=[120]
(Gen. 193 | Time: 195.45) BestSol = Solution: cost=[4399.0], size=[117]
(Gen. 211 | Time: 212.237) BestSol = Solution: cost=[4448.0], size=[121]
(Gen. 261 | Time: 259.413) BestSol = Solution: cost=[4488.0], size=[121]
(Gen. 444 | Time: 440.578) BestSol = Solution: cost=[4491.0], size=[120]
(Gen. 457 | Time: 452.674) BestSol = Solution: cost=[4505.0], size=[121]
(Gen. 465 | Time: 461.174) BestSol = Solution: cost=[4507.0], size=[118]
maxVal = Solution: cost=[4507.0], size=[118]
Time = 601.011 seg
