(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 1.55) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 2.384) BestSol = Solution: cost=[1099.0], size=[102]
(Gen. 3 | Time: 2.871) BestSol = Solution: cost=[1252.0], size=[96]
(Gen. 4 | Time: 3.839) BestSol = Solution: cost=[1360.0], size=[99]
(Gen. 5 | Time: 5.253) BestSol = Solution: cost=[1601.0], size=[103]
(Gen. 7 | Time: 7.658) BestSol = Solution: cost=[1729.0], size=[112]
(Gen. 9 | Time: 11.155) BestSol = Solution: cost=[2178.0], size=[109]
(Gen. 10 | Time: 11.866) BestSol = Solution: cost=[2192.0], size=[112]
(Gen. 13 | Time: 14.071) BestSol = Solution: cost=[2380.0], size=[111]
(Gen. 14 | Time: 15.095) BestSol = Solution: cost=[2439.0], size=[113]
(Gen. 16 | Time: 17.303) BestSol = Solution: cost=[2593.0], size=[117]
(Gen. 19 | Time: 20.183) BestSol = Solution: cost=[2604.0], size=[113]
(Gen. 20 | Time: 21.295) BestSol = Solution: cost=[2684.0], size=[107]
(Gen. 21 | Time: 22.333) BestSol = Solution: cost=[2800.0], size=[107]
(Gen. 23 | Time: 24.149) BestSol = Solution: cost=[2891.0], size=[102]
(Gen. 24 | Time: 24.998) BestSol = Solution: cost=[2943.0], size=[113]
(Gen. 27 | Time: 28.541) BestSol = Solution: cost=[3054.0], size=[114]
(Gen. 29 | Time: 30.231) BestSol = Solution: cost=[3124.0], size=[113]
(Gen. 32 | Time: 32.984) BestSol = Solution: cost=[3144.0], size=[114]
(Gen. 33 | Time: 34.065) BestSol = Solution: cost=[3188.0], size=[110]
(Gen. 35 | Time: 36.054) BestSol = Solution: cost=[3211.0], size=[108]
(Gen. 36 | Time: 36.771) BestSol = Solution: cost=[3221.0], size=[113]
(Gen. 38 | Time: 38.484) BestSol = Solution: cost=[3258.0], size=[110]
(Gen. 39 | Time: 39.242) BestSol = Solution: cost=[3287.0], size=[112]
(Gen. 41 | Time: 40.852) BestSol = Solution: cost=[3368.0], size=[109]
(Gen. 42 | Time: 41.678) BestSol = Solution: cost=[3504.0], size=[108]
(Gen. 45 | Time: 44.396) BestSol = Solution: cost=[3620.0], size=[109]
(Gen. 56 | Time: 55.525) BestSol = Solution: cost=[3632.0], size=[109]
(Gen. 57 | Time: 56.41) BestSol = Solution: cost=[3760.0], size=[112]
(Gen. 58 | Time: 57.146) BestSol = Solution: cost=[3801.0], size=[112]
(Gen. 60 | Time: 58.795) BestSol = Solution: cost=[3812.0], size=[112]
(Gen. 63 | Time: 61.75) BestSol = Solution: cost=[3858.0], size=[117]
(Gen. 67 | Time: 65.728) BestSol = Solution: cost=[3941.0], size=[110]
(Gen. 70 | Time: 68.995) BestSol = Solution: cost=[4015.0], size=[111]
(Gen. 73 | Time: 71.671) BestSol = Solution: cost=[4031.0], size=[114]
(Gen. 76 | Time: 74.056) BestSol = Solution: cost=[4046.0], size=[120]
(Gen. 83 | Time: 81.121) BestSol = Solution: cost=[4053.0], size=[120]
(Gen. 84 | Time: 82.2) BestSol = Solution: cost=[4110.0], size=[120]
(Gen. 94 | Time: 91.987) BestSol = Solution: cost=[4142.0], size=[123]
(Gen. 101 | Time: 99.526) BestSol = Solution: cost=[4184.0], size=[122]
(Gen. 123 | Time: 121.538) BestSol = Solution: cost=[4191.0], size=[122]
(Gen. 143 | Time: 141.283) BestSol = Solution: cost=[4246.0], size=[124]
(Gen. 156 | Time: 154.224) BestSol = Solution: cost=[4260.0], size=[126]
(Gen. 160 | Time: 157.981) BestSol = Solution: cost=[4276.0], size=[123]
(Gen. 170 | Time: 168.316) BestSol = Solution: cost=[4289.0], size=[126]
(Gen. 180 | Time: 177.875) BestSol = Solution: cost=[4291.0], size=[124]
(Gen. 184 | Time: 181.401) BestSol = Solution: cost=[4317.0], size=[123]
(Gen. 198 | Time: 195.528) BestSol = Solution: cost=[4327.0], size=[123]
(Gen. 201 | Time: 198.78) BestSol = Solution: cost=[4329.0], size=[122]
(Gen. 204 | Time: 202.017) BestSol = Solution: cost=[4346.0], size=[123]
(Gen. 216 | Time: 212.943) BestSol = Solution: cost=[4354.0], size=[123]
(Gen. 254 | Time: 247.535) BestSol = Solution: cost=[4365.0], size=[120]
(Gen. 278 | Time: 268.599) BestSol = Solution: cost=[4390.0], size=[120]
(Gen. 295 | Time: 284.627) BestSol = Solution: cost=[4432.0], size=[120]
(Gen. 346 | Time: 330.391) BestSol = Solution: cost=[4476.0], size=[121]
(Gen. 417 | Time: 396.569) BestSol = Solution: cost=[4478.0], size=[122]
(Gen. 428 | Time: 406.738) BestSol = Solution: cost=[4535.0], size=[118]
(Gen. 501 | Time: 469.992) BestSol = Solution: cost=[4537.0], size=[119]
(Gen. 535 | Time: 499.635) BestSol = Solution: cost=[4553.0], size=[120]
(Gen. 606 | Time: 564.098) BestSol = Solution: cost=[4570.0], size=[119]
maxVal = Solution: cost=[4570.0], size=[119]
Time = 600.786 seg
