(Gen. 0) BestSol = Solution: cost=[1938.0], size=[207]
(Gen. 1 | Time: 6.259) BestSol = Solution: cost=[2215.0], size=[213]
(Gen. 2 | Time: 11.967) BestSol = Solution: cost=[2225.0], size=[185]
(Gen. 3 | Time: 17.995) BestSol = Solution: cost=[2446.0], size=[205]
(Gen. 4 | Time: 23.832) BestSol = Solution: cost=[2999.0], size=[204]
(Gen. 5 | Time: 29.753) BestSol = Solution: cost=[3242.0], size=[217]
(Gen. 7 | Time: 41.282) BestSol = Solution: cost=[3606.0], size=[215]
(Gen. 9 | Time: 52.853) BestSol = Solution: cost=[3624.0], size=[217]
(Gen. 10 | Time: 58.252) BestSol = Solution: cost=[4189.0], size=[214]
(Gen. 13 | Time: 75.429) BestSol = Solution: cost=[4530.0], size=[207]
(Gen. 14 | Time: 81.247) BestSol = Solution: cost=[4644.0], size=[214]
(Gen. 18 | Time: 104.336) BestSol = Solution: cost=[4714.0], size=[226]
(Gen. 19 | Time: 109.922) BestSol = Solution: cost=[4726.0], size=[227]
(Gen. 20 | Time: 115.444) BestSol = Solution: cost=[5086.0], size=[227]
(Gen. 22 | Time: 127.032) BestSol = Solution: cost=[5187.0], size=[219]
(Gen. 23 | Time: 132.785) BestSol = Solution: cost=[5274.0], size=[226]
(Gen. 24 | Time: 138.229) BestSol = Solution: cost=[5618.0], size=[230]
(Gen. 26 | Time: 149.649) BestSol = Solution: cost=[5782.0], size=[213]
(Gen. 28 | Time: 161.206) BestSol = Solution: cost=[5882.0], size=[223]
(Gen. 31 | Time: 178.28) BestSol = Solution: cost=[5888.0], size=[231]
(Gen. 32 | Time: 184.151) BestSol = Solution: cost=[6415.0], size=[217]
(Gen. 34 | Time: 195.549) BestSol = Solution: cost=[6809.0], size=[222]
(Gen. 39 | Time: 223.97) BestSol = Solution: cost=[6883.0], size=[220]
(Gen. 41 | Time: 235.182) BestSol = Solution: cost=[7047.0], size=[213]
(Gen. 42 | Time: 240.909) BestSol = Solution: cost=[7262.0], size=[213]
(Gen. 43 | Time: 246.587) BestSol = Solution: cost=[7323.0], size=[216]
(Gen. 45 | Time: 258.021) BestSol = Solution: cost=[7351.0], size=[219]
(Gen. 47 | Time: 269.196) BestSol = Solution: cost=[7514.0], size=[220]
(Gen. 50 | Time: 286.073) BestSol = Solution: cost=[7572.0], size=[219]
(Gen. 52 | Time: 297.441) BestSol = Solution: cost=[7711.0], size=[221]
(Gen. 54 | Time: 308.861) BestSol = Solution: cost=[7734.0], size=[220]
(Gen. 55 | Time: 314.357) BestSol = Solution: cost=[7997.0], size=[223]
(Gen. 58 | Time: 331.239) BestSol = Solution: cost=[8132.0], size=[223]
(Gen. 62 | Time: 354.05) BestSol = Solution: cost=[8145.0], size=[227]
(Gen. 63 | Time: 359.749) BestSol = Solution: cost=[8472.0], size=[230]
(Gen. 65 | Time: 370.961) BestSol = Solution: cost=[8605.0], size=[227]
(Gen. 68 | Time: 387.638) BestSol = Solution: cost=[8647.0], size=[230]
(Gen. 71 | Time: 404.561) BestSol = Solution: cost=[8867.0], size=[230]
(Gen. 75 | Time: 427.402) BestSol = Solution: cost=[8891.0], size=[231]
(Gen. 81 | Time: 461.02) BestSol = Solution: cost=[8989.0], size=[233]
(Gen. 84 | Time: 477.993) BestSol = Solution: cost=[9139.0], size=[232]
(Gen. 85 | Time: 483.72) BestSol = Solution: cost=[9157.0], size=[232]
(Gen. 87 | Time: 494.96) BestSol = Solution: cost=[9243.0], size=[233]
(Gen. 89 | Time: 506.099) BestSol = Solution: cost=[9257.0], size=[227]
(Gen. 92 | Time: 522.766) BestSol = Solution: cost=[9261.0], size=[237]
(Gen. 101 | Time: 573.554) BestSol = Solution: cost=[9383.0], size=[240]
(Gen. 103 | Time: 584.795) BestSol = Solution: cost=[9505.0], size=[240]
maxVal = Solution: cost=[9505.0], size=[240]
Time = 602.852 seg
