(Gen. 0) BestSol = Solution: cost=[861.0], size=[91]
(Gen. 1 | Time: 0.928) BestSol = Solution: cost=[1013.0], size=[103]
(Gen. 2 | Time: 1.971) BestSol = Solution: cost=[1095.0], size=[110]
(Gen. 3 | Time: 3.111) BestSol = Solution: cost=[1504.0], size=[97]
(Gen. 5 | Time: 4.73) BestSol = Solution: cost=[1712.0], size=[94]
(Gen. 8 | Time: 8.181) BestSol = Solution: cost=[1803.0], size=[119]
(Gen. 9 | Time: 8.835) BestSol = Solution: cost=[1917.0], size=[119]
(Gen. 11 | Time: 10.695) BestSol = Solution: cost=[1923.0], size=[103]
(Gen. 12 | Time: 11.905) BestSol = Solution: cost=[2061.0], size=[113]
(Gen. 13 | Time: 13.252) BestSol = Solution: cost=[2093.0], size=[103]
(Gen. 14 | Time: 14.091) BestSol = Solution: cost=[2157.0], size=[111]
(Gen. 15 | Time: 15.252) BestSol = Solution: cost=[2166.0], size=[112]
(Gen. 16 | Time: 16.327) BestSol = Solution: cost=[2183.0], size=[109]
(Gen. 17 | Time: 17.166) BestSol = Solution: cost=[2237.0], size=[111]
(Gen. 18 | Time: 18.209) BestSol = Solution: cost=[2322.0], size=[114]
(Gen. 20 | Time: 20.23) BestSol = Solution: cost=[2449.0], size=[116]
(Gen. 21 | Time: 21.1) BestSol = Solution: cost=[2496.0], size=[117]
(Gen. 22 | Time: 21.897) BestSol = Solution: cost=[2576.0], size=[112]
(Gen. 23 | Time: 22.703) BestSol = Solution: cost=[2644.0], size=[111]
(Gen. 25 | Time: 24.125) BestSol = Solution: cost=[2729.0], size=[107]
(Gen. 27 | Time: 27.088) BestSol = Solution: cost=[2800.0], size=[118]
(Gen. 28 | Time: 27.899) BestSol = Solution: cost=[2851.0], size=[117]
(Gen. 29 | Time: 28.7) BestSol = Solution: cost=[2891.0], size=[113]
(Gen. 30 | Time: 29.44) BestSol = Solution: cost=[3106.0], size=[121]
(Gen. 33 | Time: 33.223) BestSol = Solution: cost=[3185.0], size=[125]
(Gen. 34 | Time: 34.246) BestSol = Solution: cost=[3211.0], size=[122]
(Gen. 37 | Time: 36.619) BestSol = Solution: cost=[3234.0], size=[119]
(Gen. 39 | Time: 38.531) BestSol = Solution: cost=[3297.0], size=[120]
(Gen. 42 | Time: 42.585) BestSol = Solution: cost=[3347.0], size=[117]
(Gen. 43 | Time: 43.504) BestSol = Solution: cost=[3468.0], size=[121]
(Gen. 44 | Time: 44.482) BestSol = Solution: cost=[3514.0], size=[124]
(Gen. 47 | Time: 47.718) BestSol = Solution: cost=[3586.0], size=[126]
(Gen. 49 | Time: 50.219) BestSol = Solution: cost=[3669.0], size=[128]
(Gen. 52 | Time: 53.379) BestSol = Solution: cost=[3702.0], size=[126]
(Gen. 54 | Time: 55.448) BestSol = Solution: cost=[3752.0], size=[117]
(Gen. 55 | Time: 56.527) BestSol = Solution: cost=[3789.0], size=[121]
(Gen. 62 | Time: 65.528) BestSol = Solution: cost=[3818.0], size=[118]
(Gen. 69 | Time: 73.751) BestSol = Solution: cost=[3907.0], size=[128]
(Gen. 72 | Time: 76.832) BestSol = Solution: cost=[3965.0], size=[120]
(Gen. 78 | Time: 83.776) BestSol = Solution: cost=[4005.0], size=[124]
(Gen. 85 | Time: 91.363) BestSol = Solution: cost=[4016.0], size=[123]
(Gen. 95 | Time: 102.23) BestSol = Solution: cost=[4059.0], size=[125]
(Gen. 103 | Time: 109.682) BestSol = Solution: cost=[4064.0], size=[122]
(Gen. 106 | Time: 112.882) BestSol = Solution: cost=[4138.0], size=[122]
(Gen. 118 | Time: 125.184) BestSol = Solution: cost=[4196.0], size=[124]
(Gen. 121 | Time: 128.095) BestSol = Solution: cost=[4231.0], size=[125]
(Gen. 170 | Time: 175.626) BestSol = Solution: cost=[4274.0], size=[122]
(Gen. 178 | Time: 184.36) BestSol = Solution: cost=[4276.0], size=[123]
(Gen. 189 | Time: 193.936) BestSol = Solution: cost=[4289.0], size=[121]
(Gen. 221 | Time: 225.968) BestSol = Solution: cost=[4298.0], size=[122]
(Gen. 227 | Time: 230.895) BestSol = Solution: cost=[4309.0], size=[123]
(Gen. 229 | Time: 232.656) BestSol = Solution: cost=[4324.0], size=[121]
(Gen. 244 | Time: 247.127) BestSol = Solution: cost=[4389.0], size=[119]
(Gen. 253 | Time: 254.872) BestSol = Solution: cost=[4398.0], size=[120]
(Gen. 261 | Time: 262.595) BestSol = Solution: cost=[4410.0], size=[122]
(Gen. 353 | Time: 354.356) BestSol = Solution: cost=[4417.0], size=[121]
(Gen. 354 | Time: 355.254) BestSol = Solution: cost=[4426.0], size=[122]
(Gen. 365 | Time: 365.607) BestSol = Solution: cost=[4453.0], size=[123]
(Gen. 510 | Time: 515.842) BestSol = Solution: cost=[4481.0], size=[124]
(Gen. 577 | Time: 585.703) BestSol = Solution: cost=[4508.0], size=[123]
maxVal = Solution: cost=[4508.0], size=[123]
Time = 600.929 seg
