(Gen. 0) BestSol = Solution: cost=[2320.0], size=[199]
(Gen. 1 | Time: 4.334) BestSol = Solution: cost=[2401.0], size=[205]
(Gen. 2 | Time: 7.233) BestSol = Solution: cost=[2797.0], size=[205]
(Gen. 3 | Time: 10.526) BestSol = Solution: cost=[2908.0], size=[206]
(Gen. 4 | Time: 13.519) BestSol = Solution: cost=[3535.0], size=[208]
(Gen. 5 | Time: 16.395) BestSol = Solution: cost=[3645.0], size=[210]
(Gen. 6 | Time: 19.265) BestSol = Solution: cost=[4261.0], size=[197]
(Gen. 7 | Time: 22.249) BestSol = Solution: cost=[4265.0], size=[208]
(Gen. 9 | Time: 28.056) BestSol = Solution: cost=[5086.0], size=[215]
(Gen. 13 | Time: 39.548) BestSol = Solution: cost=[5221.0], size=[222]
(Gen. 14 | Time: 42.486) BestSol = Solution: cost=[5446.0], size=[213]
(Gen. 15 | Time: 45.247) BestSol = Solution: cost=[5606.0], size=[207]
(Gen. 17 | Time: 50.858) BestSol = Solution: cost=[5668.0], size=[233]
(Gen. 18 | Time: 53.799) BestSol = Solution: cost=[6481.0], size=[218]
(Gen. 19 | Time: 56.763) BestSol = Solution: cost=[6523.0], size=[229]
(Gen. 20 | Time: 59.86) BestSol = Solution: cost=[6592.0], size=[223]
(Gen. 22 | Time: 65.617) BestSol = Solution: cost=[7137.0], size=[227]
(Gen. 26 | Time: 77.237) BestSol = Solution: cost=[7225.0], size=[227]
(Gen. 27 | Time: 80.175) BestSol = Solution: cost=[7231.0], size=[226]
(Gen. 28 | Time: 83.135) BestSol = Solution: cost=[7473.0], size=[225]
(Gen. 29 | Time: 86.122) BestSol = Solution: cost=[7706.0], size=[217]
(Gen. 30 | Time: 88.95) BestSol = Solution: cost=[7776.0], size=[213]
(Gen. 31 | Time: 91.815) BestSol = Solution: cost=[7852.0], size=[215]
(Gen. 33 | Time: 97.644) BestSol = Solution: cost=[7904.0], size=[214]
(Gen. 34 | Time: 100.577) BestSol = Solution: cost=[8272.0], size=[220]
(Gen. 35 | Time: 103.507) BestSol = Solution: cost=[8320.0], size=[223]
(Gen. 37 | Time: 109.468) BestSol = Solution: cost=[8403.0], size=[224]
(Gen. 38 | Time: 112.523) BestSol = Solution: cost=[8428.0], size=[230]
(Gen. 40 | Time: 118.311) BestSol = Solution: cost=[8897.0], size=[225]
(Gen. 45 | Time: 132.847) BestSol = Solution: cost=[8899.0], size=[228]
(Gen. 46 | Time: 135.868) BestSol = Solution: cost=[9026.0], size=[226]
(Gen. 47 | Time: 138.786) BestSol = Solution: cost=[9063.0], size=[226]
(Gen. 48 | Time: 141.715) BestSol = Solution: cost=[9183.0], size=[231]
(Gen. 50 | Time: 147.479) BestSol = Solution: cost=[9185.0], size=[231]
(Gen. 51 | Time: 150.432) BestSol = Solution: cost=[9428.0], size=[235]
(Gen. 55 | Time: 162.026) BestSol = Solution: cost=[9537.0], size=[226]
(Gen. 60 | Time: 176.098) BestSol = Solution: cost=[9554.0], size=[226]
(Gen. 66 | Time: 193.384) BestSol = Solution: cost=[9742.0], size=[234]
(Gen. 67 | Time: 196.347) BestSol = Solution: cost=[9809.0], size=[223]
(Gen. 70 | Time: 205.309) BestSol = Solution: cost=[9865.0], size=[237]
(Gen. 76 | Time: 222.724) BestSol = Solution: cost=[9895.0], size=[236]
(Gen. 77 | Time: 225.708) BestSol = Solution: cost=[10035.0], size=[231]
(Gen. 79 | Time: 231.593) BestSol = Solution: cost=[10274.0], size=[226]
(Gen. 81 | Time: 237.5) BestSol = Solution: cost=[10386.0], size=[229]
(Gen. 87 | Time: 255.118) BestSol = Solution: cost=[10793.0], size=[231]
(Gen. 88 | Time: 258.048) BestSol = Solution: cost=[10834.0], size=[228]
(Gen. 95 | Time: 278.114) BestSol = Solution: cost=[10845.0], size=[231]
(Gen. 96 | Time: 280.931) BestSol = Solution: cost=[10916.0], size=[227]
(Gen. 105 | Time: 306.697) BestSol = Solution: cost=[10983.0], size=[236]
(Gen. 126 | Time: 367.417) BestSol = Solution: cost=[11016.0], size=[236]
(Gen. 142 | Time: 413.521) BestSol = Solution: cost=[11121.0], size=[234]
(Gen. 148 | Time: 431.285) BestSol = Solution: cost=[11250.0], size=[234]
(Gen. 180 | Time: 523.75) BestSol = Solution: cost=[11347.0], size=[236]
(Gen. 183 | Time: 532.161) BestSol = Solution: cost=[11359.0], size=[236]
(Gen. 187 | Time: 543.461) BestSol = Solution: cost=[11387.0], size=[237]
(Gen. 198 | Time: 575.342) BestSol = Solution: cost=[11409.0], size=[238]
maxVal = Solution: cost=[11409.0], size=[238]
Time = 603.174 seg
