(Iter. 0 | Time: 16.191) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 33.104) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.621) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 66.14) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 82.54) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 98.782) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 115.029) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 131.07) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 146.812) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 163.054) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 178.652) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 194.537) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 210.573) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 226.623) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 243.015) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 259.34) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 275.551) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 291.741) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 307.984) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 323.915) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 340.171) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 356.56) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 372.717) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 388.862) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 404.982) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 420.968) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 436.974) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 452.827) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 468.764) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 484.594) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 500.538) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 516.307) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 532.151) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 564.102) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 580.398) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 596.482) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 613.519) BestSol = Solution: cost=[13510.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13510.0], size=[247]
Time = 622.505 seg
