(Iter. 0 | Time: 16.308) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 32.831) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.657) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 65.517) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 81.418) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 97.435) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 113.341) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 129.67) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 145.834) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 161.958) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 178.11) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 194.025) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 210.064) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 226.216) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 242.048) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 257.883) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 273.901) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 289.54) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 305.557) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 321.625) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 337.218) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 352.734) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 368.27) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 383.863) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 400.145) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 415.933) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 431.923) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 447.705) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 464.003) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 480.266) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 496.448) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 512.262) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 528.522) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 560.786) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 576.929) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 592.91) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 609.368) BestSol = Solution: cost=[13510.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13510.0], size=[247]
Time = 617.884 seg
