(Iter. 0 | Time: 8.484) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 16.9) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 25.243) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 33.533) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 41.865) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 50.061) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 58.111) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 66.256) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 74.105) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 82.062) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 90.026) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 98.319) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 106.933) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 115.537) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 122.93) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 131.088) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 139.349) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 146.014) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 151.941) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 157.863) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 163.856) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 169.991) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 176.127) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 182.279) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 188.281) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 194.244) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 200.21) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 206.122) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 212.098) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 218.236) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 224.662) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 239.287) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 254.688) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 480.741) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 489.136) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 497.362) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 522.059) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 530.199) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 546.693) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 554.886) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 563.017) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 612.142 seg
