(Iter. 0 | Time: 0.897) BestSol = Solution: cost=[4511.0], size=[119]
(Iter. 1 | Time: 1.937) BestSol = Solution: cost=[4523.0], size=[119]
(Iter. 2 | Time: 2.767) BestSol = Solution: cost=[4536.0], size=[119]
(Iter. 3 | Time: 3.685) BestSol = Solution: cost=[4543.0], size=[119]
(Iter. 4 | Time: 4.563) BestSol = Solution: cost=[4549.0], size=[120]
(Iter. 5 | Time: 5.189) BestSol = Solution: cost=[4554.0], size=[121]
(Iter. 6 | Time: 5.9) BestSol = Solution: cost=[4567.0], size=[122]
(Iter. 7 | Time: 6.57) BestSol = Solution: cost=[4584.0], size=[123]
(Iter. 8 | Time: 7.182) BestSol = Solution: cost=[4594.0], size=[123]
(Iter. 9 | Time: 7.919) BestSol = Solution: cost=[4603.0], size=[124]
(Iter. 10 | Time: 8.959) BestSol = Solution: cost=[4617.0], size=[124]
(Iter. 11 | Time: 9.833) BestSol = Solution: cost=[4627.0], size=[124]
(Iter. 12 | Time: 10.55) BestSol = Solution: cost=[4635.0], size=[124]
(Iter. 13 | Time: 11.18) BestSol = Solution: cost=[4650.0], size=[125]
(Iter. 15 | Time: 12.475) BestSol = Solution: cost=[4652.0], size=[124]
(Iter. 16 | Time: 13.128) BestSol = Solution: cost=[4662.0], size=[124]
(Iter. 23 | Time: 17.72) BestSol = Solution: cost=[4667.0], size=[120]
(Iter. 24 | Time: 18.411) BestSol = Solution: cost=[4673.0], size=[120]
(Iter. 25 | Time: 19.061) BestSol = Solution: cost=[4675.0], size=[120]
(Iter. 26 | Time: 19.713) BestSol = Solution: cost=[4707.0], size=[120]
(Iter. 27 | Time: 20.375) BestSol = Solution: cost=[4724.0], size=[120]
(Iter. 28 | Time: 21.021) BestSol = Solution: cost=[4729.0], size=[120]
(Iter. 29 | Time: 21.676) BestSol = Solution: cost=[4736.0], size=[120]
(Iter. 30 | Time: 22.29) BestSol = Solution: cost=[4751.0], size=[120]
(Iter. 31 | Time: 22.934) BestSol = Solution: cost=[4764.0], size=[120]
(Iter. 32 | Time: 23.59) BestSol = Solution: cost=[4782.0], size=[120]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[4782.0], size=[120]
Time = 601.31 seg
