(Iter. 0 | Time: 8.42) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 17.154) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 25.486) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 33.701) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 41.491) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 49.388) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 57.559) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 66.308) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 73.412) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 81.828) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 89.573) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 97.844) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 106.276) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 114.625) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 122.916) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 130.689) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 136.945) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 143.36) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 150.103) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 156.242) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 162.499) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 168.639) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 174.622) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 181.555) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 189.608) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 197.925) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 206.071) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 214.265) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 222.523) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 230.828) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 238.905) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 255.289) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 271.824) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 513.096) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 521.138) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 529.153) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 553.031) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 560.918) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 576.929) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 584.994) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 593.028) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 607.377 seg
