(Iter. 0 | Time: 16.074) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 32.543) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.091) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 64.929) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 80.77) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 96.587) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 112.259) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 128.39) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 143.948) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 159.568) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 174.927) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 190.592) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 206.047) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 221.499) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 237.224) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 252.809) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 268.414) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 284.154) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 299.827) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 315.676) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 331.4) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 346.647) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 362.128) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 377.851) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 393.437) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 409.067) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 424.504) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 440.03) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 455.514) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 470.909) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 486.24) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 501.889) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 517.936) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 549.778) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 565.332) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 581.292) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 596.84) BestSol = Solution: cost=[13510.0], size=[247]
(Iter. 38 | Time: 613.148) BestSol = Solution: cost=[13519.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13519.0], size=[247]
Time = 621.667 seg
