(Iter. 0 | Time: 0.926) BestSol = Solution: cost=[4511.0], size=[119]
(Iter. 1 | Time: 1.831) BestSol = Solution: cost=[4523.0], size=[119]
(Iter. 2 | Time: 2.621) BestSol = Solution: cost=[4536.0], size=[119]
(Iter. 3 | Time: 3.487) BestSol = Solution: cost=[4543.0], size=[119]
(Iter. 4 | Time: 4.36) BestSol = Solution: cost=[4549.0], size=[120]
(Iter. 5 | Time: 5.025) BestSol = Solution: cost=[4554.0], size=[121]
(Iter. 6 | Time: 5.722) BestSol = Solution: cost=[4567.0], size=[122]
(Iter. 7 | Time: 6.399) BestSol = Solution: cost=[4584.0], size=[123]
(Iter. 8 | Time: 7.055) BestSol = Solution: cost=[4594.0], size=[123]
(Iter. 9 | Time: 7.791) BestSol = Solution: cost=[4603.0], size=[124]
(Iter. 10 | Time: 8.539) BestSol = Solution: cost=[4617.0], size=[124]
(Iter. 11 | Time: 9.367) BestSol = Solution: cost=[4627.0], size=[124]
(Iter. 12 | Time: 10.016) BestSol = Solution: cost=[4635.0], size=[124]
(Iter. 13 | Time: 10.643) BestSol = Solution: cost=[4650.0], size=[125]
(Iter. 15 | Time: 12.066) BestSol = Solution: cost=[4652.0], size=[124]
(Iter. 16 | Time: 12.693) BestSol = Solution: cost=[4662.0], size=[124]
(Iter. 23 | Time: 17.242) BestSol = Solution: cost=[4667.0], size=[120]
(Iter. 24 | Time: 17.883) BestSol = Solution: cost=[4673.0], size=[120]
(Iter. 25 | Time: 18.496) BestSol = Solution: cost=[4675.0], size=[120]
(Iter. 26 | Time: 19.175) BestSol = Solution: cost=[4707.0], size=[120]
(Iter. 27 | Time: 19.811) BestSol = Solution: cost=[4724.0], size=[120]
(Iter. 28 | Time: 20.418) BestSol = Solution: cost=[4729.0], size=[120]
(Iter. 29 | Time: 20.992) BestSol = Solution: cost=[4736.0], size=[120]
(Iter. 30 | Time: 21.594) BestSol = Solution: cost=[4751.0], size=[120]
(Iter. 31 | Time: 22.177) BestSol = Solution: cost=[4764.0], size=[120]
(Iter. 32 | Time: 22.804) BestSol = Solution: cost=[4782.0], size=[120]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[4782.0], size=[120]
Time = 602.054 seg
