(Iter. 0 | Time: 8.008) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 16.331) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 24.393) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 32.31) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 40.154) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 48.122) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 56.09) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 64.19) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 72.227) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 80.019) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 88.096) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 95.946) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 103.925) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 111.691) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 119.488) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 127.085) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 133.14) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 140.932) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 148.781) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 156.805) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 164.701) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 172.582) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 180.507) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 187.289) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 193.254) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 199.16) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 205.122) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 211.264) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 217.248) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 223.848) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 231.461) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 244.486) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 256.399) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 452.813) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 460.661) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 468.513) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 492.091) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 498.043) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 509.962) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 515.988) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 522.024) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 610.008 seg
