(Iter. 0 | Time: 16.235) BestSol = Solution: cost=[12316.0], size=[244]
(Iter. 1 | Time: 32.861) BestSol = Solution: cost=[12424.0], size=[244]
(Iter. 2 | Time: 49.421) BestSol = Solution: cost=[12535.0], size=[244]
(Iter. 3 | Time: 65.213) BestSol = Solution: cost=[12623.0], size=[244]
(Iter. 4 | Time: 81.1) BestSol = Solution: cost=[12697.0], size=[244]
(Iter. 5 | Time: 96.419) BestSol = Solution: cost=[12762.0], size=[244]
(Iter. 6 | Time: 112.022) BestSol = Solution: cost=[12804.0], size=[243]
(Iter. 7 | Time: 127.936) BestSol = Solution: cost=[12833.0], size=[243]
(Iter. 8 | Time: 143.867) BestSol = Solution: cost=[12860.0], size=[243]
(Iter. 9 | Time: 159.712) BestSol = Solution: cost=[12890.0], size=[243]
(Iter. 10 | Time: 175.502) BestSol = Solution: cost=[12914.0], size=[243]
(Iter. 11 | Time: 191.13) BestSol = Solution: cost=[12939.0], size=[243]
(Iter. 12 | Time: 207.023) BestSol = Solution: cost=[12960.0], size=[243]
(Iter. 13 | Time: 222.961) BestSol = Solution: cost=[12993.0], size=[243]
(Iter. 14 | Time: 238.473) BestSol = Solution: cost=[13029.0], size=[243]
(Iter. 15 | Time: 254.07) BestSol = Solution: cost=[13065.0], size=[243]
(Iter. 16 | Time: 269.884) BestSol = Solution: cost=[13103.0], size=[243]
(Iter. 17 | Time: 285.434) BestSol = Solution: cost=[13138.0], size=[243]
(Iter. 18 | Time: 301.244) BestSol = Solution: cost=[13182.0], size=[243]
(Iter. 19 | Time: 317.029) BestSol = Solution: cost=[13223.0], size=[243]
(Iter. 20 | Time: 332.735) BestSol = Solution: cost=[13269.0], size=[243]
(Iter. 21 | Time: 348.368) BestSol = Solution: cost=[13310.0], size=[243]
(Iter. 22 | Time: 363.88) BestSol = Solution: cost=[13337.0], size=[243]
(Iter. 23 | Time: 379.489) BestSol = Solution: cost=[13367.0], size=[243]
(Iter. 24 | Time: 395.186) BestSol = Solution: cost=[13395.0], size=[243]
(Iter. 25 | Time: 411.243) BestSol = Solution: cost=[13409.0], size=[243]
(Iter. 26 | Time: 427.33) BestSol = Solution: cost=[13428.0], size=[243]
(Iter. 27 | Time: 443.517) BestSol = Solution: cost=[13445.0], size=[243]
(Iter. 28 | Time: 459.705) BestSol = Solution: cost=[13474.0], size=[243]
(Iter. 29 | Time: 475.817) BestSol = Solution: cost=[13479.0], size=[242]
(Iter. 30 | Time: 491.525) BestSol = Solution: cost=[13484.0], size=[242]
(Iter. 31 | Time: 507.153) BestSol = Solution: cost=[13493.0], size=[243]
(Iter. 32 | Time: 522.867) BestSol = Solution: cost=[13498.0], size=[244]
(Iter. 34 | Time: 555.049) BestSol = Solution: cost=[13505.0], size=[245]
(Iter. 35 | Time: 571.275) BestSol = Solution: cost=[13507.0], size=[246]
(Iter. 36 | Time: 586.697) BestSol = Solution: cost=[13509.0], size=[247]
(Iter. 37 | Time: 602.426) BestSol = Solution: cost=[13510.0], size=[247]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[13510.0], size=[247]
Time = 610.886 seg
