(Iter. 0 | Time: 8.763) BestSol = Solution: cost=[14337.0], size=[248]
(Iter. 1 | Time: 17.374) BestSol = Solution: cost=[14410.0], size=[248]
(Iter. 2 | Time: 25.831) BestSol = Solution: cost=[14472.0], size=[248]
(Iter. 3 | Time: 33.96) BestSol = Solution: cost=[14514.0], size=[248]
(Iter. 4 | Time: 41.73) BestSol = Solution: cost=[14534.0], size=[248]
(Iter. 5 | Time: 49.698) BestSol = Solution: cost=[14567.0], size=[248]
(Iter. 6 | Time: 57.451) BestSol = Solution: cost=[14585.0], size=[248]
(Iter. 7 | Time: 65.113) BestSol = Solution: cost=[14611.0], size=[248]
(Iter. 8 | Time: 73.123) BestSol = Solution: cost=[14623.0], size=[247]
(Iter. 9 | Time: 80.992) BestSol = Solution: cost=[14637.0], size=[247]
(Iter. 10 | Time: 88.902) BestSol = Solution: cost=[14644.0], size=[247]
(Iter. 11 | Time: 97.224) BestSol = Solution: cost=[14650.0], size=[248]
(Iter. 12 | Time: 105.431) BestSol = Solution: cost=[14661.0], size=[248]
(Iter. 13 | Time: 113.368) BestSol = Solution: cost=[14679.0], size=[248]
(Iter. 14 | Time: 121.55) BestSol = Solution: cost=[14683.0], size=[248]
(Iter. 15 | Time: 129.996) BestSol = Solution: cost=[14692.0], size=[248]
(Iter. 16 | Time: 138.37) BestSol = Solution: cost=[14703.0], size=[248]
(Iter. 17 | Time: 146.78) BestSol = Solution: cost=[14713.0], size=[247]
(Iter. 18 | Time: 154.942) BestSol = Solution: cost=[14720.0], size=[247]
(Iter. 19 | Time: 162.924) BestSol = Solution: cost=[14726.0], size=[246]
(Iter. 20 | Time: 170.821) BestSol = Solution: cost=[14739.0], size=[245]
(Iter. 21 | Time: 178.794) BestSol = Solution: cost=[14743.0], size=[244]
(Iter. 22 | Time: 186.744) BestSol = Solution: cost=[14752.0], size=[243]
(Iter. 23 | Time: 194.69) BestSol = Solution: cost=[14753.0], size=[242]
(Iter. 24 | Time: 202.849) BestSol = Solution: cost=[14765.0], size=[242]
(Iter. 25 | Time: 211.206) BestSol = Solution: cost=[14780.0], size=[242]
(Iter. 26 | Time: 219.184) BestSol = Solution: cost=[14790.0], size=[242]
(Iter. 27 | Time: 227.169) BestSol = Solution: cost=[14793.0], size=[243]
(Iter. 28 | Time: 235.104) BestSol = Solution: cost=[14800.0], size=[243]
(Iter. 29 | Time: 243.073) BestSol = Solution: cost=[14811.0], size=[243]
(Iter. 30 | Time: 251.562) BestSol = Solution: cost=[14827.0], size=[242]
(Iter. 32 | Time: 267.697) BestSol = Solution: cost=[14833.0], size=[242]
(Iter. 34 | Time: 283.477) BestSol = Solution: cost=[14835.0], size=[240]
(Iter. 64 | Time: 523.596) BestSol = Solution: cost=[14853.0], size=[244]
(Iter. 65 | Time: 531.574) BestSol = Solution: cost=[14866.0], size=[244]
(Iter. 66 | Time: 539.593) BestSol = Solution: cost=[14869.0], size=[243]
(Iter. 69 | Time: 564.407) BestSol = Solution: cost=[14872.0], size=[244]
(Iter. 70 | Time: 572.654) BestSol = Solution: cost=[14885.0], size=[244]
(Iter. 72 | Time: 589.387) BestSol = Solution: cost=[14893.0], size=[246]
(Iter. 73 | Time: 597.821) BestSol = Solution: cost=[14904.0], size=[246]
(Iter. 74 | Time: 606.247) BestSol = Solution: cost=[14922.0], size=[246]
>>> Tempo limite atingido (600s)
Best solution = Solution: cost=[14922.0], size=[246]
Time = 612.425 seg
